UserID,Timestamp,URLVisitada,TempoSessao
752,2023-01-01 00:01:12,pagina_2,254
358,2023-01-01 00:01:13,pagina_3,110
652,2023-01-01 00:01:14,pagina_4,22
288,2023-01-01 00:01:15,pagina_5,45
392,2023-01-01 00:01:16,pagina_6,51
735,2023-01-01 00:01:17,pagina_7,210
144,2023-01-01 00:01:18,pagina_8,216
421,2023-01-01 00:01:19,pagina_9,32
91,2023-01-01 00:01:20,pagina_0,172
370,2023-01-01 00:01:21,pagina_1,97
665,2023-01-01 00:01:22,pagina_2,220
21,2023-01-01 00:01:23,pagina_3,253
151,2023-01-01 00:01:24,pagina_4,279
19,2023-01-01 00:01:25,pagina_5,141
735,2023-01-01 00:01:26,pagina_6,132
335,2023-01-01 00:01:27,pagina_7,115
321,2023-01-01 00:01:28,pagina_8,78
475,2023-01-01 00:01:29,pagina_9,10
815,2023-01-01 00:01:30,pagina_0,82
853,2023-01-01 00:01:31,pagina_1,117
213,2023-01-01 00:01:32,pagina_2,296
105,2023-01-01 00:01:33,pagina_3,78
376,2023-01-01 00:01:34,pagina_4,229
12,2023-01-01 00:01:35,pagina_5,249
176,2023-01-01 00:01:36,pagina_6,226
842,2023-01-01 00:01:37,pagina_7,112
233,2023-01-01 00:01:38,pagina_8,56
945,2023-01-01 00:01:39,pagina_9,123
715,2023-01-01 00:01:40,pagina_0,105
322,2023-01-01 00:01:41,pagina_1,279
112,2023-01-01 00:01:42,pagina_2,183
225,2023-01-01 00:01:43,pagina_3,204
690,2023-01-01 00:01:44,pagina_4,138
134,2023-01-01 00:01:45,pagina_5,85
234,2023-01-01 00:01:46,pagina_6,112
718,2023-01-01 00:01:47,pagina_7,176
342,2023-01-01 00:01:48,pagina_8,144
107,2023-01-01 00:01:49,pagina_9,37
321,2023-01-01 00:01:50,pagina_0,228
278,2023-01-01 00:01:51,pagina_1,59
462,2023-01-01 00:01:52,pagina_2,90
759,2023-01-01 00:01:53,pagina_3,98
405,2023-01-01 00:01:54,pagina_4,120
150,2023-01-01 00:01:55,pagina_5,180
732,2023-01-01 00:01:56,pagina_6,176
188,2023-01-01 00:01:57,pagina_7,83
537,2023-01-01 00:01:58,pagina_8,257
857,2023-01-01 00:01:59,pagina_9,93
165,2023-01-01 00:02:00,pagina_0,16
905,2023-01-01 00:02:01,pagina_1,169
50,2023-01-01 00:02:02,pagina_2,281
274,2023-01-01 00:02:03,pagina_3,293
261,2023-01-01 00:02:04,pagina_4,11
199,2023-01-01 00:02:05,pagina_5,206
500,2023-01-01 00:02:06,pagina_6,63
444,2023-01-01 00:02:07,pagina_7,156
456,2023-01-01 00:02:08,pagina_8,255
712,2023-01-01 00:02:09,pagina_9,138
330,2023-01-01 00:02:10,pagina_0,247
590,2023-01-01 00:02:11,pagina_1,213
281,2023-01-01 00:02:12,pagina_2,284
931,2023-01-01 00:02:13,pagina_3,277
637,2023-01-01 00:02:14,pagina_4,223
708,2023-01-01 00:02:15,pagina_5,190
342,2023-01-01 00:02:16,pagina_6,120
354,2023-01-01 00:02:17,pagina_7,144
537,2023-01-01 00:02:18,pagina_8,59
15,2023-01-01 00:02:19,pagina_9,281
721,2023-01-01 00:02:20,pagina_0,231
791,2023-01-01 00:02:21,pagina_1,242
619,2023-01-01 00:02:22,pagina_2,290
528,2023-01-01 00:02:23,pagina_3,208
915,2023-01-01 00:02:24,pagina_4,38
81,2023-01-01 00:02:25,pagina_5,92
136,2023-01-01 00:02:26,pagina_6,115
42,2023-01-01 00:02:27,pagina_7,179
529,2023-01-01 00:02:28,pagina_8,278
112,2023-01-01 00:02:29,pagina_9,57
754,2023-01-01 00:02:30,pagina_0,161
341,2023-01-01 00:02:31,pagina_1,88
733,2023-01-01 00:02:32,pagina_2,299
152,2023-01-01 00:02:33,pagina_3,156
515,2023-01-01 00:02:34,pagina_4,261
634,2023-01-01 00:02:35,pagina_5,234
468,2023-01-01 00:02:36,pagina_6,261
663,2023-01-01 00:02:37,pagina_7,19
512,2023-01-01 00:02:38,pagina_8,123
909,2023-01-01 00:02:39,pagina_9,234
894,2023-01-01 00:02:40,pagina_0,100
115,2023-01-01 00:02:41,pagina_1,228
538,2023-01-01 00:02:42,pagina_2,72
323,2023-01-01 00:02:43,pagina_3,267
938,2023-01-01 00:02:44,pagina_4,21
570,2023-01-01 00:02:45,pagina_5,46
894,2023-01-01 00:02:46,pagina_6,258
635,2023-01-01 00:02:47,pagina_7,137
401,2023-01-01 00:02:48,pagina_8,238
417,2023-01-01 00:02:49,pagina_9,63
647,2023-01-01 00:02:50,pagina_0,256
367,2023-01-01 00:02:51,pagina_1,243
944,2023-01-01 00:02:52,pagina_2,76
561,2023-01-01 00:02:53,pagina_3,131
508,2023-01-01 00:02:54,pagina_4,90
548,2023-01-01 00:02:55,pagina_5,299
296,2023-01-01 00:02:56,pagina_6,206
346,2023-01-01 00:02:57,pagina_7,207
509,2023-01-01 00:02:58,pagina_8,261
622,2023-01-01 00:02:59,pagina_9,197
157,2023-01-01 00:03:00,pagina_0,90
566,2023-01-01 00:03:01,pagina_1,247
969,2023-01-01 00:03:02,pagina_2,106
676,2023-01-01 00:03:03,pagina_3,164
185,2023-01-01 00:03:04,pagina_4,297
584,2023-01-01 00:03:05,pagina_5,223
864,2023-01-01 00:03:06,pagina_6,76
854,2023-01-01 00:03:07,pagina_7,25
549,2023-01-01 00:03:08,pagina_8,24
949,2023-01-01 00:03:09,pagina_9,170
41,2023-01-01 00:03:10,pagina_0,251
888,2023-01-01 00:03:11,pagina_1,127
305,2023-01-01 00:03:12,pagina_2,292
300,2023-01-01 00:03:13,pagina_3,20
346,2023-01-01 00:03:14,pagina_4,69
78,2023-01-01 00:03:15,pagina_5,291
566,2023-01-01 00:03:16,pagina_6,248
747,2023-01-01 00:03:17,pagina_7,194
393,2023-01-01 00:03:18,pagina_8,262
522,2023-01-01 00:03:19,pagina_9,43
27,2023-01-01 00:03:20,pagina_0,151
709,2023-01-01 00:03:21,pagina_1,176
650,2023-01-01 00:03:22,pagina_2,130
187,2023-01-01 00:03:23,pagina_3,248
337,2023-01-01 00:03:24,pagina_4,77
563,2023-01-01 00:03:25,pagina_5,159
231,2023-01-01 00:03:26,pagina_6,199
924,2023-01-01 00:03:27,pagina_7,73
836,2023-01-01 00:03:28,pagina_8,21
418,2023-01-01 00:03:29,pagina_9,288
598,2023-01-01 00:03:30,pagina_0,270
788,2023-01-01 00:03:31,pagina_1,45
93,2023-01-01 00:03:32,pagina_2,145
615,2023-01-01 00:03:33,pagina_3,184
724,2023-01-01 00:03:34,pagina_4,258
509,2023-01-01 00:03:35,pagina_5,105
892,2023-01-01 00:03:36,pagina_6,283
88,2023-01-01 00:03:37,pagina_7,126
532,2023-01-01 00:03:38,pagina_8,162
297,2023-01-01 00:03:39,pagina_9,176
445,2023-01-01 00:03:40,pagina_0,292
360,2023-01-01 00:03:41,pagina_1,28
995,2023-01-01 00:03:42,pagina_2,45
865,2023-01-01 00:03:43,pagina_3,139
653,2023-01-01 00:03:44,pagina_4,172
50,2023-01-01 00:03:45,pagina_5,111
154,2023-01-01 00:03:46,pagina_6,46
37,2023-01-01 00:03:47,pagina_7,243
72,2023-01-01 00:03:48,pagina_8,192
753,2023-01-01 00:03:49,pagina_9,211
550,2023-01-01 00:03:50,pagina_0,42
605,2023-01-01 00:03:51,pagina_1,190
292,2023-01-01 00:03:52,pagina_2,155
904,2023-01-01 00:03:53,pagina_3,77
574,2023-01-01 00:03:54,pagina_4,104
766,2023-01-01 00:03:55,pagina_5,116
742,2023-01-01 00:03:56,pagina_6,243
543,2023-01-01 00:03:57,pagina_7,293
726,2023-01-01 00:03:58,pagina_8,295
545,2023-01-01 00:03:59,pagina_9,188
971,2023-01-01 00:04:00,pagina_0,224
143,2023-01-01 00:04:01,pagina_1,235
477,2023-01-01 00:04:02,pagina_2,151
320,2023-01-01 00:04:03,pagina_3,150
134,2023-01-01 00:04:04,pagina_4,200
501,2023-01-01 00:04:05,pagina_5,68
58,2023-01-01 00:04:06,pagina_6,121
424,2023-01-01 00:04:07,pagina_7,102
413,2023-01-01 00:04:08,pagina_8,181
393,2023-01-01 00:04:09,pagina_9,204
621,2023-01-01 00:04:10,pagina_0,171
204,2023-01-01 00:04:11,pagina_1,213
818,2023-01-01 00:04:12,pagina_2,268
13,2023-01-01 00:04:13,pagina_3,230
516,2023-01-01 00:04:14,pagina_4,85
222,2023-01-01 00:04:15,pagina_5,239
805,2023-01-01 00:04:16,pagina_6,205
23,2023-01-01 00:04:17,pagina_7,45
409,2023-01-01 00:04:18,pagina_8,189
436,2023-01-01 00:04:19,pagina_9,161
1,2023-01-01 00:04:20,pagina_0,73
346,2023-01-01 00:04:21,pagina_1,227
155,2023-01-01 00:04:22,pagina_2,230
823,2023-01-01 00:04:23,pagina_3,56
441,2023-01-01 00:04:24,pagina_4,65
63,2023-01-01 00:04:25,pagina_5,290
252,2023-01-01 00:04:26,pagina_6,128
240,2023-01-01 00:04:27,pagina_7,65
216,2023-01-01 00:04:28,pagina_8,150
675,2023-01-01 00:04:29,pagina_9,53
920,2023-01-01 00:04:30,pagina_0,275
436,2023-01-01 00:04:31,pagina_1,113
936,2023-01-01 00:04:32,pagina_2,121
394,2023-01-01 00:04:33,pagina_3,263
672,2023-01-01 00:04:34,pagina_4,61
607,2023-01-01 00:04:35,pagina_5,276
746,2023-01-01 00:04:36,pagina_6,224
322,2023-01-01 00:04:37,pagina_7,120
509,2023-01-01 00:04:38,pagina_8,260
443,2023-01-01 00:04:39,pagina_9,70
660,2023-01-01 00:04:40,pagina_0,206
685,2023-01-01 00:04:41,pagina_1,187
211,2023-01-01 00:04:42,pagina_2,163
119,2023-01-01 00:04:43,pagina_3,125
867,2023-01-01 00:04:44,pagina_4,226
492,2023-01-01 00:04:45,pagina_5,156
58,2023-01-01 00:04:46,pagina_6,57
743,2023-01-01 00:04:47,pagina_7,282
64,2023-01-01 00:04:48,pagina_8,119
685,2023-01-01 00:04:49,pagina_9,117
13,2023-01-01 00:04:50,pagina_0,186
925,2023-01-01 00:04:51,pagina_1,181
679,2023-01-01 00:04:52,pagina_2,62
236,2023-01-01 00:04:53,pagina_3,184
19,2023-01-01 00:04:54,pagina_4,217
735,2023-01-01 00:04:55,pagina_5,297
930,2023-01-01 00:04:56,pagina_6,44
123,2023-01-01 00:04:57,pagina_7,235
524,2023-01-01 00:04:58,pagina_8,23
301,2023-01-01 00:04:59,pagina_9,219
894,2023-01-01 00:05:00,pagina_0,246
818,2023-01-01 00:05:01,pagina_1,218
775,2023-01-01 00:05:02,pagina_2,53
204,2023-01-01 00:05:03,pagina_3,213
81,2023-01-01 00:05:04,pagina_4,233
648,2023-01-01 00:05:05,pagina_5,172
114,2023-01-01 00:05:06,pagina_6,256
978,2023-01-01 00:05:07,pagina_7,96
643,2023-01-01 00:05:08,pagina_8,48
912,2023-01-01 00:05:09,pagina_9,115
379,2023-01-01 00:05:10,pagina_0,165
552,2023-01-01 00:05:11,pagina_1,278
613,2023-01-01 00:05:12,pagina_2,252
787,2023-01-01 00:05:13,pagina_3,51
567,2023-01-01 00:05:14,pagina_4,191
615,2023-01-01 00:05:15,pagina_5,89
771,2023-01-01 00:05:16,pagina_6,20
767,2023-01-01 00:05:17,pagina_7,216
460,2023-01-01 00:05:18,pagina_8,269
317,2023-01-01 00:05:19,pagina_9,219
94,2023-01-01 00:05:20,pagina_0,138
125,2023-01-01 00:05:21,pagina_1,269
46,2023-01-01 00:05:22,pagina_2,281
797,2023-01-01 00:05:23,pagina_3,76
302,2023-01-01 00:05:24,pagina_4,196
583,2023-01-01 00:05:25,pagina_5,89
714,2023-01-01 00:05:26,pagina_6,128
765,2023-01-01 00:05:27,pagina_7,41
61,2023-01-01 00:05:28,pagina_8,241
360,2023-01-01 00:05:29,pagina_9,272
836,2023-01-01 00:05:30,pagina_0,132
690,2023-01-01 00:05:31,pagina_1,231
833,2023-01-01 00:05:32,pagina_2,84
920,2023-01-01 00:05:33,pagina_3,245
869,2023-01-01 00:05:34,pagina_4,212
422,2023-01-01 00:05:35,pagina_5,286
258,2023-01-01 00:05:36,pagina_6,163
522,2023-01-01 00:05:37,pagina_7,96
105,2023-01-01 00:05:38,pagina_8,32
163,2023-01-01 00:05:39,pagina_9,85
329,2023-01-01 00:05:40,pagina_0,248
268,2023-01-01 00:05:41,pagina_1,148
90,2023-01-01 00:05:42,pagina_2,120
908,2023-01-01 00:05:43,pagina_3,148
446,2023-01-01 00:05:44,pagina_4,197
737,2023-01-01 00:05:45,pagina_5,77
959,2023-01-01 00:05:46,pagina_6,241
347,2023-01-01 00:05:47,pagina_7,56
900,2023-01-01 00:05:48,pagina_8,47
625,2023-01-01 00:05:49,pagina_9,51
246,2023-01-01 00:05:50,pagina_0,257
47,2023-01-01 00:05:51,pagina_1,60
668,2023-01-01 00:05:52,pagina_2,254
296,2023-01-01 00:05:53,pagina_3,126
943,2023-01-01 00:05:54,pagina_4,144
316,2023-01-01 00:05:55,pagina_5,292
26,2023-01-01 00:05:56,pagina_6,67
554,2023-01-01 00:05:57,pagina_7,26
807,2023-01-01 00:05:58,pagina_8,30
45,2023-01-01 00:05:59,pagina_9,122
155,2023-01-01 00:06:00,pagina_0,240
534,2023-01-01 00:06:01,pagina_1,297
773,2023-01-01 00:06:02,pagina_2,297
799,2023-01-01 00:06:03,pagina_3,67
779,2023-01-01 00:06:04,pagina_4,104
775,2023-01-01 00:06:05,pagina_5,69
816,2023-01-01 00:06:06,pagina_6,13
205,2023-01-01 00:06:07,pagina_7,64
352,2023-01-01 00:06:08,pagina_8,213
408,2023-01-01 00:06:09,pagina_9,197
530,2023-01-01 00:06:10,pagina_0,220
505,2023-01-01 00:06:11,pagina_1,17
112,2023-01-01 00:06:12,pagina_2,125
450,2023-01-01 00:06:13,pagina_3,48
303,2023-01-01 00:06:14,pagina_4,19
485,2023-01-01 00:06:15,pagina_5,267
948,2023-01-01 00:06:16,pagina_6,148
486,2023-01-01 00:06:17,pagina_7,224
191,2023-01-01 00:06:18,pagina_8,37
995,2023-01-01 00:06:19,pagina_9,277
746,2023-01-01 00:06:20,pagina_0,148
938,2023-01-01 00:06:21,pagina_1,275
505,2023-01-01 00:06:22,pagina_2,159
235,2023-01-01 00:06:23,pagina_3,272
729,2023-01-01 00:06:24,pagina_4,229
199,2023-01-01 00:06:25,pagina_5,231
76,2023-01-01 00:06:26,pagina_6,144
30,2023-01-01 00:06:27,pagina_7,57
465,2023-01-01 00:06:28,pagina_8,28
576,2023-01-01 00:06:29,pagina_9,202
866,2023-01-01 00:06:30,pagina_0,183
577,2023-01-01 00:06:31,pagina_1,51
639,2023-01-01 00:06:32,pagina_2,248
723,2023-01-01 00:06:33,pagina_3,299
720,2023-01-01 00:06:34,pagina_4,281
290,2023-01-01 00:06:35,pagina_5,296
63,2023-01-01 00:06:36,pagina_6,187
191,2023-01-01 00:06:37,pagina_7,220
256,2023-01-01 00:06:38,pagina_8,186
35,2023-01-01 00:06:39,pagina_9,147
701,2023-01-01 00:06:40,pagina_0,145
416,2023-01-01 00:06:41,pagina_1,235
393,2023-01-01 00:06:42,pagina_2,43
427,2023-01-01 00:06:43,pagina_3,253
751,2023-01-01 00:06:44,pagina_4,250
590,2023-01-01 00:06:45,pagina_5,14
429,2023-01-01 00:06:46,pagina_6,224
176,2023-01-01 00:06:47,pagina_7,226
246,2023-01-01 00:06:48,pagina_8,244
880,2023-01-01 00:06:49,pagina_9,122
871,2023-01-01 00:06:50,pagina_0,76
26,2023-01-01 00:06:51,pagina_1,234
717,2023-01-01 00:06:52,pagina_2,124
921,2023-01-01 00:06:53,pagina_3,105
284,2023-01-01 00:06:54,pagina_4,153
392,2023-01-01 00:06:55,pagina_5,225
29,2023-01-01 00:06:56,pagina_6,246
753,2023-01-01 00:06:57,pagina_7,61
346,2023-01-01 00:06:58,pagina_8,189
993,2023-01-01 00:06:59,pagina_9,121
343,2023-01-01 00:07:00,pagina_0,41
339,2023-01-01 00:07:01,pagina_1,289
971,2023-01-01 00:07:02,pagina_2,30
771,2023-01-01 00:07:03,pagina_3,134
263,2023-01-01 00:07:04,pagina_4,266
505,2023-01-01 00:07:05,pagina_5,208
888,2023-01-01 00:07:06,pagina_6,281
369,2023-01-01 00:07:07,pagina_7,246
947,2023-01-01 00:07:08,pagina_8,223
203,2023-01-01 00:07:09,pagina_9,137
90,2023-01-01 00:07:10,pagina_0,54
593,2023-01-01 00:07:11,pagina_1,11
799,2023-01-01 00:07:12,pagina_2,57
595,2023-01-01 00:07:13,pagina_3,21
151,2023-01-01 00:07:14,pagina_4,27
804,2023-01-01 00:07:15,pagina_5,181
120,2023-01-01 00:07:16,pagina_6,102
548,2023-01-01 00:07:17,pagina_7,219
985,2023-01-01 00:07:18,pagina_8,53
737,2023-01-01 00:07:19,pagina_9,14
405,2023-01-01 00:07:20,pagina_0,209
285,2023-01-01 00:07:21,pagina_1,276
539,2023-01-01 00:07:22,pagina_2,65
742,2023-01-01 00:07:23,pagina_3,21
987,2023-01-01 00:07:24,pagina_4,237
806,2023-01-01 00:07:25,pagina_5,33
472,2023-01-01 00:07:26,pagina_6,291
966,2023-01-01 00:07:27,pagina_7,170
684,2023-01-01 00:07:28,pagina_8,109
59,2023-01-01 00:07:29,pagina_9,105
886,2023-01-01 00:07:30,pagina_0,51
337,2023-01-01 00:07:31,pagina_1,278
644,2023-01-01 00:07:32,pagina_2,152
861,2023-01-01 00:07:33,pagina_3,272
714,2023-01-01 00:07:34,pagina_4,171
562,2023-01-01 00:07:35,pagina_5,177
848,2023-01-01 00:07:36,pagina_6,162
966,2023-01-01 00:07:37,pagina_7,108
157,2023-01-01 00:07:38,pagina_8,275
182,2023-01-01 00:07:39,pagina_9,98
579,2023-01-01 00:07:40,pagina_0,33
224,2023-01-01 00:07:41,pagina_1,204
969,2023-01-01 00:07:42,pagina_2,15
332,2023-01-01 00:07:43,pagina_3,284
305,2023-01-01 00:07:44,pagina_4,121
451,2023-01-01 00:07:45,pagina_5,19
370,2023-01-01 00:07:46,pagina_6,149
761,2023-01-01 00:07:47,pagina_7,112
361,2023-01-01 00:07:48,pagina_8,280
320,2023-01-01 00:07:49,pagina_9,217
174,2023-01-01 00:07:50,pagina_0,128
798,2023-01-01 00:07:51,pagina_1,64
129,2023-01-01 00:07:52,pagina_2,247
891,2023-01-01 00:07:53,pagina_3,122
124,2023-01-01 00:07:54,pagina_4,253
269,2023-01-01 00:07:55,pagina_5,193
638,2023-01-01 00:07:56,pagina_6,145
463,2023-01-01 00:07:57,pagina_7,277
349,2023-01-01 00:07:58,pagina_8,70
891,2023-01-01 00:07:59,pagina_9,231
509,2023-01-01 00:08:00,pagina_0,57
255,2023-01-01 00:08:01,pagina_1,273
422,2023-01-01 00:08:02,pagina_2,56
644,2023-01-01 00:08:03,pagina_3,247
871,2023-01-01 00:08:04,pagina_4,239
363,2023-01-01 00:08:05,pagina_5,17
814,2023-01-01 00:08:06,pagina_6,70
542,2023-01-01 00:08:07,pagina_7,33
153,2023-01-01 00:08:08,pagina_8,278
779,2023-01-01 00:08:09,pagina_9,180
447,2023-01-01 00:08:10,pagina_0,296
896,2023-01-01 00:08:11,pagina_1,133
14,2023-01-01 00:08:12,pagina_2,282
757,2023-01-01 00:08:13,pagina_3,230
687,2023-01-01 00:08:14,pagina_4,210
157,2023-01-01 00:08:15,pagina_5,248
951,2023-01-01 00:08:16,pagina_6,265
687,2023-01-01 00:08:17,pagina_7,205
771,2023-01-01 00:08:18,pagina_8,155
920,2023-01-01 00:08:19,pagina_9,49
896,2023-01-01 00:08:20,pagina_0,53
181,2023-01-01 00:08:21,pagina_1,272
689,2023-01-01 00:08:22,pagina_2,135
29,2023-01-01 00:08:23,pagina_3,281
486,2023-01-01 00:08:24,pagina_4,26
960,2023-01-01 00:08:25,pagina_5,68
132,2023-01-01 00:08:26,pagina_6,289
540,2023-01-01 00:08:27,pagina_7,152
537,2023-01-01 00:08:28,pagina_8,156
112,2023-01-01 00:08:29,pagina_9,21
810,2023-01-01 00:08:30,pagina_0,122
654,2023-01-01 00:08:31,pagina_1,116
376,2023-01-01 00:08:32,pagina_2,229
90,2023-01-01 00:08:33,pagina_3,168
188,2023-01-01 00:08:34,pagina_4,213
829,2023-01-01 00:08:35,pagina_5,177
324,2023-01-01 00:08:36,pagina_6,86
307,2023-01-01 00:08:37,pagina_7,229
688,2023-01-01 00:08:38,pagina_8,109
292,2023-01-01 00:08:39,pagina_9,14
734,2023-01-01 00:08:40,pagina_0,144
238,2023-01-01 00:08:41,pagina_1,60
322,2023-01-01 00:08:42,pagina_2,84
13,2023-01-01 00:08:43,pagina_3,23
868,2023-01-01 00:08:44,pagina_4,81
405,2023-01-01 00:08:45,pagina_5,188
174,2023-01-01 00:08:46,pagina_6,293
156,2023-01-01 00:08:47,pagina_7,146
655,2023-01-01 00:08:48,pagina_8,13
835,2023-01-01 00:08:49,pagina_9,249
300,2023-01-01 00:08:50,pagina_0,102
253,2023-01-01 00:08:51,pagina_1,141
175,2023-01-01 00:08:52,pagina_2,246
608,2023-01-01 00:08:53,pagina_3,229
490,2023-01-01 00:08:54,pagina_4,89
76,2023-01-01 00:08:55,pagina_5,222
766,2023-01-01 00:08:56,pagina_6,157
258,2023-01-01 00:08:57,pagina_7,27
359,2023-01-01 00:08:58,pagina_8,183
832,2023-01-01 00:08:59,pagina_9,164
246,2023-01-01 00:09:00,pagina_0,71
877,2023-01-01 00:09:01,pagina_1,15
480,2023-01-01 00:09:02,pagina_2,79
305,2023-01-01 00:09:03,pagina_3,236
751,2023-01-01 00:09:04,pagina_4,291
166,2023-01-01 00:09:05,pagina_5,52
95,2023-01-01 00:09:06,pagina_6,181
214,2023-01-01 00:09:07,pagina_7,201
29,2023-01-01 00:09:08,pagina_8,198
13,2023-01-01 00:09:09,pagina_9,54
123,2023-01-01 00:09:10,pagina_0,266
652,2023-01-01 00:09:11,pagina_1,267
560,2023-01-01 00:09:12,pagina_2,34
41,2023-01-01 00:09:13,pagina_3,196
502,2023-01-01 00:09:14,pagina_4,276
996,2023-01-01 00:09:15,pagina_5,265
823,2023-01-01 00:09:16,pagina_6,220
197,2023-01-01 00:09:17,pagina_7,162
690,2023-01-01 00:09:18,pagina_8,243
94,2023-01-01 00:09:19,pagina_9,277
522,2023-01-01 00:09:20,pagina_0,288
99,2023-01-01 00:09:21,pagina_1,239
525,2023-01-01 00:09:22,pagina_2,192
953,2023-01-01 00:09:23,pagina_3,147
983,2023-01-01 00:09:24,pagina_4,92
674,2023-01-01 00:09:25,pagina_5,45
230,2023-01-01 00:09:26,pagina_6,147
466,2023-01-01 00:09:27,pagina_7,72
877,2023-01-01 00:09:28,pagina_8,237
193,2023-01-01 00:09:29,pagina_9,100
869,2023-01-01 00:09:30,pagina_0,61
266,2023-01-01 00:09:31,pagina_1,168
412,2023-01-01 00:09:32,pagina_2,153
654,2023-01-01 00:09:33,pagina_3,85
230,2023-01-01 00:09:34,pagina_4,247
645,2023-01-01 00:09:35,pagina_5,161
401,2023-01-01 00:09:36,pagina_6,17
149,2023-01-01 00:09:37,pagina_7,84
199,2023-01-01 00:09:38,pagina_8,166
446,2023-01-01 00:09:39,pagina_9,66
436,2023-01-01 00:09:40,pagina_0,152
286,2023-01-01 00:09:41,pagina_1,125
464,2023-01-01 00:09:42,pagina_2,184
406,2023-01-01 00:09:43,pagina_3,120
955,2023-01-01 00:09:44,pagina_4,256
207,2023-01-01 00:09:45,pagina_5,255
180,2023-01-01 00:09:46,pagina_6,259
613,2023-01-01 00:09:47,pagina_7,136
998,2023-01-01 00:09:48,pagina_8,234
812,2023-01-01 00:09:49,pagina_9,36
817,2023-01-01 00:09:50,pagina_0,202
382,2023-01-01 00:09:51,pagina_1,97
914,2023-01-01 00:09:52,pagina_2,109
418,2023-01-01 00:09:53,pagina_3,128
701,2023-01-01 00:09:54,pagina_4,220
498,2023-01-01 00:09:55,pagina_5,279
254,2023-01-01 00:09:56,pagina_6,263
88,2023-01-01 00:09:57,pagina_7,40
114,2023-01-01 00:09:58,pagina_8,63
523,2023-01-01 00:09:59,pagina_9,18
69,2023-01-01 00:10:00,pagina_0,263
531,2023-01-01 00:10:01,pagina_1,49
941,2023-01-01 00:10:02,pagina_2,216
294,2023-01-01 00:10:03,pagina_3,44
889,2023-01-01 00:10:04,pagina_4,22
281,2023-01-01 00:10:05,pagina_5,182
